short_name,long_name,sofifa_id,age,dob,nationality,height_cm,body_type,weight_kg,club,player_url,overall_potential,value_eur,wage_eur,work_rate,team_position,team_jersey_number,shooting,passing,dribbling,defending,player_traits,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,power_shot_power,power_strength,power_long_shots,defending_standing_tackle,defending_sliding_tackle
A. Luna,Adrián Nicolás Luna Retamar,203902,27,4/12/92,Uruguay,169,Normal,62,Melbourne City FC,https://sofifa.com/player/203902/adrian-luna/20/159586,66,675000,4000,Low/Low,SUB,20,63,63,68,35,Not Provided,64,65,57,65,74,33,64,36,31
A. Lundqvist,Adam Lundqvist,220600,25,3/20/94,Sweden,175,Lean,65,Houston Dynamo,https://sofifa.com/player/220600/adam-lundqvist/20/159586,66,750000,2000,Medium/Medium,LB,3,52,64,62,63,Not Provided,64,55,60,65,68,43,57,66,62
A. Lunev,Andrey Lunev,229909,27,11/13/91,Russia,189,Normal,80,Russia,https://sofifa.com/player/229909/andrey-lunev/20/159586,79,0,0,Medium/Medium,,null,0,0,0,0,Swerve Pass,25,15,32,17,49,70,13,20,12
A. Lungwitz,Alexander Lungwitz,251317,18,8/4/00,Germany,180,Normal,71,SpVgg Greuther Fürth,https://sofifa.com/player/251317/alexander-lungwitz/20/159586,60,400000,1000,Medium/Medium,SUB,36,38,48,55,60,Not Provided,53,54,42,55,42,59,38,65,63
A. Lunin,Andriy Lunin,243952,20,2/11/99,Ukraine,191,Normal,80,Real Valladolid CF,https://sofifa.com/player/243952/andriy-lunin/20/159586,76,11000000,10000,Medium/Medium,SUB,13,0,0,0,0,"Swerve Pass, Flair Passes",25,11,26,15,57,61,7,13,11
A. Lupu,Andrei Lupu,246049,21,2/24/98,Romania,172,Normal,70,Deportivo Alavés,https://sofifa.com/player/246049/andrei-lupu/20/159586,64,825000,4000,High/Medium,RES,34,63,46,61,19,Not Provided,61,60,46,61,63,57,58,12,17
A. Lusamba,Arnaud Lusamba,224756,22,1/4/97,France,179,Normal,74,OGC Nice,https://sofifa.com/player/224756/arnaud-lusamba/20/159586,70,2400000,14000,High/Medium,SUB,22,59,66,76,64,Not Provided,69,77,63,76,56,57,57,68,63
A. Luthe,Andreas Luthe,192665,32,3/10/87,Germany,195,Normal,85,FC Augsburg,https://sofifa.com/player/192665/andreas-luthe/20/159586,72,1900000,13000,Medium/Medium,SUB,1,0,0,0,0,Not Provided,24,12,19,14,46,74,16,14,12
A. Lyons,Andrew Lyons,241543,18,8/2/00,Republic of Ireland,173,Lean,58,Bohemian FC,https://sofifa.com/player/241543/andrew-lyons/20/159586,56,140000,1000,Medium/Medium,SUB,19,44,52,54,55,Not Provided,54,54,51,50,51,43,46,56,54
A. Lyska,Arthur Lyska,251465,19,5/19/00,Germany,188,Normal,87,SV Wehen Wiesbaden,https://sofifa.com/player/251465/arthur-lyska/20/159586,53,90000,1000,Medium/Medium,RES,31,0,0,0,0,Not Provided,25,7,27,15,40,66,5,9,12
A. López,Antonio López,244835,22,4/10/97,Mexico,172,Lean,66,Club América,https://sofifa.com/player/244835/antonio-lopez/20/159586,60,325000,7000,High/Medium,SUB,23,56,59,66,45,Not Provided,65,67,57,65,63,43,51,45,46
A. Lô,Aboubacar Lô,251915,19,1/2/00,Senegal,183,Lean,76,FC Metz,https://sofifa.com/player/251915/aboubacar-lo/20/159586,57,210000,1000,Medium/Medium,RES,15,32,33,35,59,Not Provided,38,27,27,40,46,52,21,66,67
A. M'hamdi,Abdelali M'hamdi,251185,27,11/29/91,Morocco,192,Lean,85,Abha Club,https://sofifa.com/player/251185/abdelali-mhamdi/20/159586,66,550000,5000,Medium/Medium,GK,1,0,0,0,0,Not Provided,26,11,22,18,47,64,9,11,12
A. Matan,Alexandru Matan,248113,19,8/29/99,Romania,165,Normal,61,FC Viitorul,https://sofifa.com/player/248113/alexandru-matan/20/159586,62,650000,1000,Medium/Medium,SUB,28,48,54,68,34,Not Provided,57,64,55,62,50,30,47,29,31
A. Matel,Alexandru Matel,206129,29,10/17/89,Romania,175,Normal,70,FC Hermannstadt,https://sofifa.com/player/206129/alexandru-matel/20/159586,68,750000,4000,High/High,RB,71,53,62,68,65,"Power Free-Kick, Dives Into Tackles (CPU AI Only)",63,67,66,68,57,61,48,69,67
A. Maadi,Ali Maadi,251803,25,9/15/93,Saudi Arabia,178,Normal,68,Al Faisaly,https://sofifa.com/player/251803/ali-maadi/20/159586,60,220000,3000,Medium/Medium,SUB,13,34,48,55,56,Not Provided,50,52,45,53,36,62,35,58,60
A. Mabaso,Abel Mabaso,243856,28,5/15/91,South Africa,173,Normal,67,Orlando Pirates,https://sofifa.com/player/243856/abel-mabaso/20/159586,62,300000,1000,Medium/High,RES,44,42,61,54,61,Not Provided,69,53,65,49,50,60,35,65,63
A. Mabil,Awer Mabil,212830,23,9/15/95,Australia,179,Lean,65,FC Midtjylland,https://sofifa.com/player/212830/awer-mabil/20/159586,70,2400000,12000,Medium/Low,SUB,11,57,61,73,31,"Selfish, Early Crosser",62,73,47,70,65,46,44,33,20
A. Mac Allister,Alexis Mac Allister,239837,20,12/24/98,Argentina,176,Normal,70,Boca Juniors,https://sofifa.com/player/239837/alexis-mac-allister/20/159586,76,12500000,17000,Medium/Medium,SUB,8,75,75,74,56,Finesse Shot,75,74,73,77,74,63,76,54,51
A. MacDonald,Alexander MacDonald,189163,29,4/14/90,Scotland,170,Stocky,72,Mansfield Town,https://sofifa.com/player/189163/alex-macdonald/20/159586,64,425000,5000,High/High,RCM,7,60,61,66,59,"Inflexible, Argues with Officials",62,63,63,64,66,80,58,59,61
A. MacDonald,Angus MacDonald,205655,26,10/15/92,England,184,Lean,70,Hull City,https://sofifa.com/player/205655/angus-macdonald/20/159586,68,950000,6000,Medium/Medium,SUB,15,26,45,46,68,Leadership,56,39,51,55,35,73,23,67,70
A. Maccoppi,Andrea Maccoppi,186763,32,1/22/87,Italy,176,Lean,68,Servette FC,https://sofifa.com/player/186763/andrea-maccoppi/20/159586,61,160000,2000,Medium/Medium,SUB,14,37,51,55,58,Not Provided,60,46,53,63,41,74,37,60,56
A. Madrid,Álvaro Alfredo Alejandro Madrid Gaete,214748,24,4/5/95,Chile,175,Lean,68,CD Everton de Viña del Mar,https://sofifa.com/player/214748/alvaro-madrid/20/159586,63,500000,1000,Medium/Medium,LCM,18,48,63,64,58,Not Provided,66,63,63,65,55,68,50,63,56
A. Madu,Abdullah Mohammed Madu,213901,25,7/15/93,Saudi Arabia,186,Lean,86,Al Nassr,https://sofifa.com/player/213901/abdullah-madu/20/159586,63,450000,6000,Low/Medium,SUB,26,26,41,36,61,Not Provided,51,27,39,48,39,85,17,64,57
A. Maher,Adam Maher,200223,25,7/20/93,Netherlands,175,Lean,76,FC Utrecht,https://sofifa.com/player/200223/adam-maher/20/159586,76,9500000,18000,Medium/Medium,CDM,6,68,77,77,61,Selfish,81,75,76,80,74,44,72,62,56
A. Maier,Arne Maier,237629,20,1/8/99,Germany,186,Normal,82,Hertha BSC,https://sofifa.com/player/237629/arne-maier/20/159586,76,13000000,20000,Medium/Medium,SUB,23,57,72,75,68,Not Provided,81,74,77,78,64,75,62,73,63
A. Maisonnial,Anthony Maisonnial,230038,21,3/23/98,France,188,Normal,74,Paris FC,https://sofifa.com/player/230038/anthony-maisonnial/20/159586,64,450000,1000,Medium/Medium,SUB,30,0,0,0,0,Not Provided,24,18,20,17,47,65,16,18,20
A. Maitland-Niles,Ainsley Maitland-Niles,225782,21,8/29/97,England,177,Lean,71,Arsenal,https://sofifa.com/player/225782/ainsley-maitland-niles/20/159586,75,9500000,41000,Medium/Medium,RB,15,59,70,76,68,Early Crosser,74,77,69,76,65,66,62,73,69
A. Maiz,Aldo Maiz,252175,18,8/27/00,Paraguay,172,Lean,66,Defensa y Justicia,https://sofifa.com/player/252175/aldo-maiz/20/159586,60,425000,1000,Medium/Medium,RES,25,48,60,63,57,Not Provided,69,62,62,61,62,45,44,62,64
A. Majok,Abraham Majok,237235,20,10/13/98,Kenya,185,Lean,72,Central Coast Mariners,https://sofifa.com/player/237235/abraham-majok/20/159586,58,210000,1000,High/Medium,SUB,14,49,45,56,26,Not Provided,45,54,40,49,47,70,45,11,17
A. Majrashi,Abdulaziz Majrashi,238357,23,3/10/96,Saudi Arabia,165,Normal,58,Al Hazem,https://sofifa.com/player/238357/abdulaziz-majrashi/20/159586,58,180000,2000,Medium/Medium,SUB,18,34,49,55,56,Not Provided,58,48,53,57,48,61,33,59,61
A. Majrashi,Abdulaziz Majrashi,210206,27,7/21/91,Saudi Arabia,162,Normal,58,Al Fayha,https://sofifa.com/player/210206/abdulaziz-majrashi/20/159586,61,220000,3000,Medium/Medium,SUB,13,30,49,60,58,Not Provided,55,55,53,57,44,59,24,60,62
A. Maksimenko,Alexandr Maksimenko,233791,21,3/19/98,Russia,187,Normal,81,Spartak Moscow,https://sofifa.com/player/233791/alexandr-maksimenko/20/159586,70,2500000,1000,Medium/Medium,GK,98,0,0,0,0,Second Wind,17,14,27,16,50,58,6,12,12
A. Maldonado,Alexis Maldonado,233780,21,9/2/97,Argentina,188,Lean,86,Club Atlético Banfield,https://sofifa.com/player/233780/alexis-maldonado/20/159586,60,425000,2000,Medium/Medium,SUB,25,28,35,38,59,Not Provided,43,30,28,45,42,81,22,61,59
A. Mallamo,Alessandro Mallamo,251761,20,3/22/99,Italy,174,Lean,70,Castellammare di Stabia,https://sofifa.com/player/251761/alessandro-mallamo/20/159586,60,325000,1000,High/Low,SUB,24,64,54,65,29,Not Provided,55,70,49,64,73,41,53,32,35
A. Mandi,Aïssa Mandi,201143,27,10/22/91,Algeria,184,Lean,78,Real Betis,https://sofifa.com/player/201143/aissa-mandi/20/159586,80,16000000,27000,High/Medium,SUB,23,46,74,70,81,Injury Prone,79,67,77,75,52,75,49,81,82
A. Mandrea,Anthony Mandrea,220833,22,12/25/96,France,186,Lean,78,Angers SCO,https://sofifa.com/player/220833/anthony-mandrea/20/159586,63,400000,3000,Medium/Medium,SUB,40,0,0,0,0,Not Provided,28,16,19,18,43,62,14,19,21
A. Manneh,Alasana Manneh,240653,21,4/8/98,Gambia,170,Normal,68,Górnik Zabrze,https://sofifa.com/player/240653/alasana-manneh/20/159586,64,975000,1000,Medium/High,CAM,8,60,62,62,59,Not Provided,68,60,66,62,70,65,67,65,61
A. Mannus,Alan Mannus,110606,37,5/19/82,Northern Ireland,188,Stocky,92,Shamrock Rovers,https://sofifa.com/player/110606/alan-mannus/20/159586,66,70000,1000,Medium/Medium,GK,1,0,0,0,0,Giant Throw-in,11,13,30,22,47,64,12,20,13
A. Mansour,Ahmed Ayman Mansour,252682,25,4/13/94,Egypt,178,Normal,70,Egypt,https://sofifa.com/player/252682/ahmed-ayman-mansour/20/159586,68,0,0,Medium/Medium,,null,50,61,63,68,Not Provided,66,61,61,63,63,60,58,70,69
A. Manzur,Agustín Manzur,242548,18,9/29/00,Argentina,169,Lean,65,Godoy Cruz,https://sofifa.com/player/242548/agustin-manzur/20/159586,57,210000,1000,High/High,LCM,16,43,54,56,53,Not Provided,65,56,61,55,61,59,45,54,59
A. Marc,Andrei Marc,248028,26,4/29/93,Romania,190,Lean,86,FCSB (Steaua),https://sofifa.com/player/248028/andrei-marc/20/159586,65,575000,4000,Medium/High,SUB,73,28,44,46,64,Not Provided,64,37,41,52,39,68,25,66,63
A. Marchesano,Antonio Marchesano,231027,28,1/18/91,Switzerland,168,Normal,62,FC Zürich,https://sofifa.com/player/231027/antonio-marchesano/20/159586,68,900000,7000,Medium/Medium,CAM,10,58,68,74,46,"Injury Free, Finesse Shot, Crowd Favourite",74,71,69,73,62,32,61,42,52
A. Marchesín,Agustín Marchesín,201095,31,3/16/88,Argentina,188,Normal,85,FC Porto,https://sofifa.com/player/201095/agustin-marchesin/20/159586,78,6500000,11000,Medium/Medium,GK,32,0,0,0,0,"Avoids Using Weaker Foot, Flair Passes",37,24,34,20,56,59,12,15,15
A. Marciniak,Adam Marciniak,179055,30,9/28/88,Poland,186,Normal,78,Arka Gdynia,https://sofifa.com/player/179055/adam-marciniak/20/159586,62,240000,1000,Medium/High,LB,17,51,54,54,59,"Inflexible, Giant Throw-in",59,52,57,52,68,75,54,60,59
A. Mariappa,Adrian Mariappa,172953,32,10/3/86,Jamaica,180,Normal,79,Watford,https://sofifa.com/player/172953/adrian-mariappa/20/159586,75,4300000,49000,Medium/Medium,RES,6,34,57,62,76,Not Provided,63,59,61,65,47,72,34,78,79
A. Marie-Sainte,Andrew Delly Marie-Sainte,245207,20,8/20/98,France,185,Normal,80,Livorno,https://sofifa.com/player/245207/andrew-delly-marie-sainte/20/159586,55,160000,1000,Medium/Medium,RES,2,22,34,35,55,Not Provided,48,30,38,34,30,61,22,56,51
A. Marin,Antonio Marin,244267,18,1/9/01,Croatia,182,Normal,78,Dinamo Zagreb,https://sofifa.com/player/244267/antonio-marin/20/159586,66,1300000,1000,Medium/Medium,SUB,18,58,61,72,32,"Selfish, Crowd Favourite",64,76,60,71,62,54,59,31,29
A. Marinescu,Andrei Marinescu,251523,34,2/11/85,Romania,191,Normal,82,Universitatea Craiova,https://sofifa.com/player/251523/andrei-marinescu/20/159586,61,110000,1000,Medium/Medium,SUB,25,0,0,0,0,Not Provided,27,9,27,10,46,46,8,11,14
A. Marino,Antonio Marino,193975,30,8/9/88,Italy,188,Lean,84,Venezia FC,https://sofifa.com/player/193975/antonio-marino/20/159586,64,375000,1000,Medium/Medium,SUB,15,34,43,36,60,Not Provided,49,26,46,48,54,89,23,60,56
A. Martial,Anthony Martial,211300,23,12/5/95,France,184,Normal,76,Manchester United,https://sofifa.com/player/211300/anthony-martial/20/159586,83,34500000,140000,Medium/Low,ST,9,81,72,86,41,"Beat Offside Trap, Selfish, Early Crosser, Crowd Favourite",78,87,60,86,84,74,77,39,36
A. Martin,Aaron Martin,198073,29,9/29/89,England,190,Normal,76,Exeter City,https://sofifa.com/player/198073/aaron-martin/20/159586,64,375000,3000,Low/Medium,RCB,5,39,38,42,64,Not Provided,53,34,48,49,67,75,45,64,63
A. Martina,Alessandro Martina,252745,18,11/17/00,Italy,177,Normal,74,Trapani,https://sofifa.com/player/252745/alessandro-martina/20/159586,60,400000,1000,Medium/Medium,RES,3,43,50,56,58,Not Provided,55,55,45,50,54,55,40,60,60
A. Martín Arias,Alexis Martín Arias,217805,26,7/4/92,Argentina,185,Normal,79,Gimnasia y Esgrima La Plata,https://sofifa.com/player/217805/alexis-martin-arias/20/159586,75,6500000,11000,Medium/Medium,GK,31,0,0,0,0,Giant Throw-in,29,18,22,22,57,65,15,18,16
A. Martínez,Ariel Elías Martínez Arce,214308,25,1/10/94,Chile,176,Lean,69,Audax Italiano,https://sofifa.com/player/214308/ariel-martinez/20/159586,64,575000,2000,High/Medium,SUB,10,59,64,70,48,Finesse Shot,71,71,62,66,70,71,59,36,49
A. Marušic,Adam Marušic,224031,26,10/17/92,Montenegro,185,Normal,85,Lazio,https://sofifa.com/player/224031/adam-marusic/20/159586,77,9500000,45000,High/Medium,SUB,77,71,72,76,72,"Argues with Officials, Early Crosser",75,78,68,77,81,78,77,71,72
A. Masi,Alberto Masi,209636,26,9/2/92,Italy,188,Lean,80,Pisa,https://sofifa.com/player/209636/alberto-masi/20/159586,65,600000,1000,Low/High,SUB,35,35,45,53,63,Long Passer (CPU AI Only),50,49,46,55,53,82,33,65,63
A. Masiello,Andrea Masiello,169115,33,2/5/86,Italy,184,Normal,82,Atalanta,https://sofifa.com/player/169115/andrea-masiello/20/159586,78,4900000,48000,Medium/High,LCB,5,37,57,58,80,Leadership,66,54,68,62,63,71,41,82,79
A. Masika,Ayub Timbe Masika,204132,26,9/10/92,Kenya,170,Normal,69,Beijing Renhe FC,https://sofifa.com/player/204132/ayub-timbe-masika/20/159586,68,1100000,6000,Medium/Low,LM,7,60,59,74,30,Early Crosser,62,74,55,67,63,34,62,27,28
A. Masina,Adam Masina,225410,25,1/2/94,Italy,191,Normal,87,Watford,https://sofifa.com/player/225410/adam-masina/20/159586,74,6500000,43000,Medium/High,SUB,11,42,67,68,73,Early Crosser,69,69,68,72,63,75,46,75,74
A. Mastalli,Alessandro Mastalli,220670,23,2/7/96,Italy,178,Normal,75,Castellammare di Stabia,https://sofifa.com/player/220670/alessandro-mastalli/20/159586,65,700000,1000,High/Medium,SUB,17,50,63,65,52,Not Provided,71,64,67,66,49,56,61,51,44
A. Masuaku,Arthur Masuaku,212491,25,11/7/93,DR Congo,179,Lean,70,West Ham United,https://sofifa.com/player/212491/arthur-masuaku/20/159586,76,8500000,57000,High/Medium,SUB,26,63,72,81,70,"Selfish, Early Crosser",74,83,70,79,75,68,71,75,74
A. Masuyama,Asahi Masuyama,233506,22,1/29/97,Japan,173,Normal,72,Vissel Kobe,https://sofifa.com/player/233506/asahi-masuyama/20/159586,63,500000,2000,High/Medium,SUB,20,51,54,65,23,Not Provided,57,64,41,60,50,61,37,20,24
A. Mateiu,Alexandru Mateiu,223355,29,12/10/89,Romania,175,Normal,74,Universitatea Craiova,https://sofifa.com/player/223355/alexandru-mateiu/20/159586,68,850000,5000,High/Medium,SUB,8,65,60,73,60,Not Provided,70,72,65,72,84,73,79,63,61
A. Mateju,Aleš Mateju,240282,23,6/3/96,Czech Republic,184,Normal,79,Brescia,https://sofifa.com/player/240282/ales-mateju/20/159586,67,925000,4000,High/Medium,SUB,34,41,62,67,64,Dives Into Tackles (CPU AI Only),65,65,54,68,56,64,52,65,65
A. Mathlouthi,Aymen Mathlouthi,195834,34,9/14/84,Tunisia,182,Stocky,84,Al Adalah,https://sofifa.com/player/195834/aymen-mathlouthi/20/159586,67,325000,5000,Medium/Medium,GK,99,0,0,0,0,Not Provided,24,4,22,23,45,65,15,19,12
A. Matri,Alessandro Matri,177528,34,8/19/84,Italy,183,Normal,80,Sassuolo,https://sofifa.com/player/177528/alessandro-matri/20/159586,71,1200000,31000,High/Low,SUB,32,68,58,67,37,Long Passer (CPU AI Only),67,64,45,70,72,75,58,28,24
A. Matthews,Archie Matthews,248739,17,8/2/01,England,188,Lean,78,Swindon Town,https://sofifa.com/player/248739/archie-matthews/20/159586,51,40000,1000,Medium/Medium,RES,29,0,0,0,0,Not Provided,26,6,24,11,44,58,9,14,13
A. Matusiwa,Azor Matusiwa,239356,21,4/28/98,Netherlands,173,Stocky,72,FC Groningen,https://sofifa.com/player/239356/azor-matusiwa/20/159586,68,1200000,3000,Medium/High,RDM,6,45,55,70,67,Injury Prone,64,72,58,68,58,75,47,70,66
A. Matuszczyk,Adam Matuszczyk,192471,30,2/14/89,Poland,183,Lean,73,KFC Uerdingen 05,https://sofifa.com/player/192471/adam-matuszczyk/20/159586,65,450000,3000,Medium/Medium,SUB,31,62,63,65,63,Not Provided,66,62,66,67,71,61,66,64,63
A. Mawson,Alfie Mawson,208534,25,1/19/94,England,189,Normal,90,Fulham,https://sofifa.com/player/208534/alfie-mawson/20/159586,73,4900000,29000,Medium/High,RCB,5,41,49,57,73,Power Free-Kick,68,56,65,63,53,83,21,73,71
A. Maxim,Alexandru Iulian Maxim,211061,28,7/8/90,Romania,177,Normal,73,1. FSV Mainz 05,https://sofifa.com/player/211061/alexandru-maxim/20/159586,73,4000000,22000,Medium/Medium,SUB,10,67,71,78,32,"Beat Offside Trap, Selfish, Crowd Favourite",70,80,70,74,68,49,70,30,23
A. Maxsø,Andreas Maxsø,212287,25,3/18/94,Denmark,190,Normal,89,KFC Uerdingen 05,https://sofifa.com/player/212287/andreas-maxso/20/159586,66,775000,3000,Medium/High,LCB,2,44,49,46,64,Not Provided,61,32,59,62,52,80,31,64,67
A. May,Alfie May,237332,25,7/3/93,England,176,Normal,72,Doncaster Rovers,https://sofifa.com/player/237332/alfie-may/20/159586,61,325000,2000,High/Medium,SUB,19,60,44,64,32,Not Provided,57,64,30,57,61,59,57,36,32
A. May,Adam May,228584,21,12/6/97,England,182,Lean,73,Swindon Town,https://sofifa.com/player/228584/adam-may/20/159586,61,375000,2000,Medium/Medium,SUB,8,55,53,59,52,Not Provided,62,55,60,58,58,64,57,57,52
A. Mayer,Angelo Mayer,250942,22,9/10/96,Germany,169,Lean,66,Bayern München II,https://sofifa.com/player/250942/angelo-mayer/20/159586,58,180000,1000,Medium/Medium,SUB,3,27,50,64,53,Not Provided,53,59,49,62,29,35,20,53,56
A. Maynard-Brewer,Ashley Maynard-Brewer,237205,20,6/25/99,Australia,187,Lean,73,Charlton Athletic,https://sofifa.com/player/237205/ashley-maynard-brewer/20/159586,52,90000,1000,Medium/Medium,RES,31,0,0,0,0,Not Provided,26,11,25,16,42,55,6,14,13
A. Mayorga,Alejandro Mayorga,239127,22,5/29/97,Mexico,178,Normal,71,Guadalajara,https://sofifa.com/player/239127/alejandro-mayorga/20/159586,63,425000,6000,Medium/Medium,SUB,15,50,60,59,64,Not Provided,66,58,64,53,63,67,43,66,59
A. Mbekile,Asavela Mbekile,233436,32,11/1/86,South Africa,172,Normal,72,Orlando Pirates,https://sofifa.com/player/233436/asavela-mbekile/20/159586,67,475000,1000,Medium/High,SUB,2,43,59,65,66,Not Provided,64,66,66,68,59,60,54,67,69
A. Mbengue,Adama Mbengue,222926,25,12/1/93,Senegal,178,Lean,68,Stade Malherbe Caen,https://sofifa.com/player/222926/adama-mbengue/20/159586,68,1000000,4000,High/Medium,SUB,22,46,60,68,64,Leadership,66,66,62,71,56,56,41,67,68
A. McCalmont,Alfie McCalmont,247336,19,3/25/00,Northern Ireland,173,Normal,75,Leeds United,https://sofifa.com/player/247336/alfie-mccalmont/20/159586,59,325000,4000,Medium/Medium,RES,38,45,57,66,53,Not Provided,67,63,59,66,51,58,38,58,54
A. McCann,Alistair McCann,243520,19,12/4/99,Scotland,178,Lean,65,St. Johnstone FC,https://sofifa.com/player/243520/alistair-mccann/20/159586,53,130000,1000,Medium/Medium,SUB,18,39,51,50,47,Not Provided,63,50,54,52,55,52,37,43,46
A. McCarey,Aaron McCarey,200942,27,1/14/92,Republic of Ireland,188,Normal,90,Dundalk,https://sofifa.com/player/200942/aaron-mccarey/20/159586,59,140000,1000,Medium/Medium,SUB,20,0,0,0,0,Acrobatic Clearance,25,12,20,26,44,64,16,13,13
A. McCarthy,Alex McCarthy,189324,29,12/3/89,England,193,Lean,79,Southampton,https://sofifa.com/player/189324/alex-mccarthy/20/159586,76,6000000,38000,Medium/Medium,SUB,1,0,0,0,0,Not Provided,33,17,35,17,48,63,14,13,12
A. McCormack,Alan McCormack,163143,35,1/10/84,Republic of Ireland,180,Normal,64,Northampton Town,https://sofifa.com/player/163143/alan-mccormack/20/159586,66,200000,4000,Medium/High,SUB,4,48,62,56,64,Power Free-Kick,68,50,65,65,62,73,60,65,63
A. McDonald,Anthony McDonald,241889,18,3/17/01,Scotland,175,Lean,67,Heart of Midlothian,https://sofifa.com/player/241889/anthony-mcdonald/20/159586,62,625000,1000,High/Medium,RES,21,46,59,66,21,"Selfish, Crowd Favourite",58,65,57,67,53,48,40,22,19
A. McEneff,Aaron McEneff,225998,23,7/9/95,Northern Ireland,175,Normal,70,Shamrock Rovers,https://sofifa.com/player/225998/aaron-mceneff/20/159586,63,500000,1000,High/High,SUB,10,59,61,65,54,Argues with Officials,64,63,62,64,65,61,57,56,51
A. McGeady,Aiden McGeady,155885,33,4/4/86,Republic of Ireland,177,Normal,71,Sunderland,https://sofifa.com/player/155885/aiden-mcgeady/20/159586,73,2400000,13000,High/Medium,SUB,19,71,72,78,44,"Injury Free, Selfish, Finesse Shot, Crowd Favourite",72,78,69,77,75,59,80,41,29
A. McGowan,Aaron McGowan,213127,22,7/24/96,England,180,Normal,80,Hamilton Academical FC,https://sofifa.com/player/213127/aaron-mcgowan/20/159586,63,450000,1000,Medium/High,RWB,2,32,51,61,61,Leadership,56,59,47,58,29,66,34,64,62
A. McGregor,Allan McGregor,49000,37,1/31/82,Scotland,183,Normal,74,Rangers FC,https://sofifa.com/player/49000/allan-mcgregor/20/159586,75,675000,22000,Medium/Medium,GK,1,0,0,0,0,Avoids Using Weaker Foot,36,20,39,29,50,71,14,13,15
A. Medina,Alan Medina,239629,21,8/19/97,Mexico,182,Normal,74,Deportivo Toluca,https://sofifa.com/player/239629/alan-medina/20/159586,65,925000,5000,Medium/Medium,RCM,7,56,64,66,53,Not Provided,73,66,70,66,60,60,49,50,52
A. Mehmedi,Admir Mehmedi,188770,28,3/16/91,Switzerland,183,Normal,78,VfL Wolfsburg,https://sofifa.com/player/188770/admir-mehmedi/20/159586,78,10500000,52000,Medium/High,SUB,14,77,71,80,44,Crowd Favourite,75,81,58,81,81,67,74,43,36
